id,offer_id,event_id,gender,age,income,reward,difficulty,reg_month
14,9,2,2.0,88,53000.0,2.0,10.0,5
15,1,3,1.0,42,69000.0,10.0,10.0,8
15,2,2,1.0,42,69000.0,0.0,0.0,8
15,6,3,1.0,42,69000.0,2.0,10.0,8
16,1,3,2.0,56,88000.0,10.0,10.0,4
16,3,2,2.0,56,88000.0,5.0,5.0,4
16,4,3,2.0,56,88000.0,5.0,20.0,4
16,9,3,2.0,56,88000.0,2.0,10.0,4
17,0,2,,118,,10.0,10.0,3
17,3,2,,118,,5.0,5.0,3
17,4,2,,118,,5.0,20.0,3
17,6,3,,118,,2.0,10.0,3
17,9,0,,118,,2.0,10.0,3
18,3,2,1.0,59,41000.0,5.0,5.0,1
18,6,3,1.0,59,41000.0,2.0,10.0,1
18,7,2,1.0,59,41000.0,0.0,0.0,1
18,9,3,1.0,59,41000.0,2.0,10.0,1
19,0,2,1.0,22,70000.0,10.0,10.0,9
19,1,3,1.0,22,70000.0,10.0,10.0,9
19,2,2,1.0,22,70000.0,0.0,0.0,9
19,4,3,1.0,22,70000.0,5.0,20.0,9
19,5,3,1.0,22,70000.0,3.0,7.0,9
20,3,4,2.0,96,89000.0,5.0,5.0,11
20,5,4,2.0,96,89000.0,3.0,7.0,11
20,7,2,2.0,96,89000.0,0.0,0.0,11
20,8,3,2.0,96,89000.0,5.0,5.0,11
20,9,4,2.0,96,89000.0,2.0,10.0,11
21,0,2,1.0,40,33000.0,10.0,10.0,7
21,3,3,1.0,40,33000.0,5.0,5.0,7
21,7,2,1.0,40,33000.0,0.0,0.0,7
21,8,2,1.0,40,33000.0,5.0,5.0,7
22,0,3,2.0,69,57000.0,10.0,10.0,8
22,1,3,2.0,69,57000.0,10.0,10.0,8
22,2,2,2.0,69,57000.0,0.0,0.0,8
22,3,3,2.0,69,57000.0,5.0,5.0,8
22,7,2,2.0,69,57000.0,0.0,0.0,8
23,0,0,,118,,10.0,10.0,7
23,7,2,,118,,0.0,0.0,7
23,8,3,,118,,5.0,5.0,7
23,9,4,,118,,2.0,10.0,7
24,5,3,2.0,26,63000.0,3.0,7.0,8
24,6,3,2.0,26,63000.0,2.0,10.0,8
24,7,2,2.0,26,63000.0,0.0,0.0,8
25,1,2,,118,,10.0,10.0,1
25,5,2,,118,,3.0,7.0,1
25,6,2,,118,,2.0,10.0,1
25,7,2,,118,,0.0,0.0,1
25,8,3,,118,,5.0,5.0,1
25,9,0,,118,,2.0,10.0,1
26,5,3,1.0,75,40000.0,3.0,7.0,11
26,8,3,1.0,75,40000.0,5.0,5.0,11
26,9,3,1.0,75,40000.0,2.0,10.0,11
27,0,2,2.0,20,30000.0,10.0,10.0,7
27,4,0,2.0,20,30000.0,5.0,20.0,7
28,1,3,1.0,45,33000.0,10.0,10.0,7
28,2,2,1.0,45,33000.0,0.0,0.0,7
28,3,3,1.0,45,33000.0,5.0,5.0,7
28,5,3,1.0,45,33000.0,3.0,7.0,7
29,4,2,,118,,5.0,20.0,5
29,6,3,,118,,2.0,10.0,5
29,8,2,,118,,5.0,5.0,5
30,1,3,2.0,54,80000.0,10.0,10.0,2
30,2,2,2.0,54,80000.0,0.0,0.0,2
30,3,0,2.0,54,80000.0,5.0,5.0,2
30,6,3,2.0,54,80000.0,2.0,10.0,2
30,7,2,2.0,54,80000.0,0.0,0.0,2
30,8,3,2.0,54,80000.0,5.0,5.0,2
31,1,2,1.0,39,51000.0,10.0,10.0,5
31,2,0,1.0,39,51000.0,0.0,0.0,5
31,4,0,1.0,39,51000.0,5.0,20.0,5
31,7,2,1.0,39,51000.0,0.0,0.0,5
31,8,3,1.0,39,51000.0,5.0,5.0,5
32,0,3,2.0,79,48000.0,10.0,10.0,4
32,3,2,2.0,79,48000.0,5.0,5.0,4
32,9,4,2.0,79,48000.0,2.0,10.0,4
33,0,2,2.0,66,38000.0,10.0,10.0,4
33,1,2,2.0,66,38000.0,10.0,10.0,4
33,3,3,2.0,66,38000.0,5.0,5.0,4
33,7,2,2.0,66,38000.0,0.0,0.0,4
34,1,3,2.0,48,53000.0,10.0,10.0,10
34,4,0,2.0,48,53000.0,5.0,20.0,10
34,6,3,2.0,48,53000.0,2.0,10.0,10
34,9,3,2.0,48,53000.0,2.0,10.0,10
35,0,3,1.0,37,92000.0,10.0,10.0,5
35,3,3,1.0,37,92000.0,5.0,5.0,5
35,4,0,1.0,37,92000.0,5.0,20.0,5
36,1,3,1.0,42,96000.0,10.0,10.0,1
36,4,3,1.0,42,96000.0,5.0,20.0,1
36,5,3,1.0,42,96000.0,3.0,7.0,1
36,9,3,1.0,42,96000.0,2.0,10.0,1
37,2,2,,118,,0.0,0.0,10
37,5,2,,118,,3.0,7.0,10
37,9,2,,118,,2.0,10.0,10
38,3,3,1.0,73,38000.0,5.0,5.0,12
38,4,3,1.0,73,38000.0,5.0,20.0,12
38,7,2,1.0,73,38000.0,0.0,0.0,12
39,0,3,2.0,78,93000.0,10.0,10.0,10
39,1,3,2.0,78,93000.0,10.0,10.0,10
39,4,3,2.0,78,93000.0,5.0,20.0,10
39,6,3,2.0,78,93000.0,2.0,10.0,10
39,8,3,2.0,78,93000.0,5.0,5.0,10
40,5,3,1.0,44,35000.0,3.0,7.0,9
40,6,3,1.0,44,35000.0,2.0,10.0,9
40,8,3,1.0,44,35000.0,5.0,5.0,9
41,0,3,1.0,63,56000.0,10.0,10.0,7
41,6,3,1.0,63,56000.0,2.0,10.0,7
41,9,3,1.0,63,56000.0,2.0,10.0,7
42,1,2,1.0,27,44000.0,10.0,10.0,10
42,3,0,1.0,27,44000.0,5.0,5.0,10
42,4,0,1.0,27,44000.0,5.0,20.0,10
42,6,3,1.0,27,44000.0,2.0,10.0,10
43,1,3,1.0,68,87000.0,10.0,10.0,8
43,5,3,1.0,68,87000.0,3.0,7.0,8
43,8,3,1.0,68,87000.0,5.0,5.0,8
43,9,3,1.0,68,87000.0,2.0,10.0,8
44,3,3,1.0,75,52000.0,5.0,5.0,11
44,7,2,1.0,75,52000.0,0.0,0.0,11
44,9,3,1.0,75,52000.0,2.0,10.0,11
45,5,3,1.0,67,76000.0,3.0,7.0,2
45,6,3,1.0,67,76000.0,2.0,10.0,2
45,7,2,1.0,67,76000.0,0.0,0.0,2
45,8,3,1.0,67,76000.0,5.0,5.0,2
46,0,0,1.0,76,64000.0,10.0,10.0,8
46,7,2,1.0,76,64000.0,0.0,0.0,8
46,9,3,1.0,76,64000.0,2.0,10.0,8
47,0,3,2.0,53,72000.0,10.0,10.0,7
47,1,3,2.0,53,72000.0,10.0,10.0,7
47,5,3,2.0,53,72000.0,3.0,7.0,7
47,7,2,2.0,53,72000.0,0.0,0.0,7
47,9,3,2.0,53,72000.0,2.0,10.0,7
48,0,3,2.0,53,117000.0,10.0,10.0,12
48,1,3,2.0,53,117000.0,10.0,10.0,12
48,3,3,2.0,53,117000.0,5.0,5.0,12
48,6,4,2.0,53,117000.0,2.0,10.0,12
49,4,0,2.0,53,55000.0,5.0,20.0,10
49,6,3,2.0,53,55000.0,2.0,10.0,10
49,8,2,2.0,53,55000.0,5.0,5.0,10
49,9,0,2.0,53,55000.0,2.0,10.0,10
50,2,2,2.0,61,112000.0,0.0,0.0,11
50,5,3,2.0,61,112000.0,3.0,7.0,11
50,6,3,2.0,61,112000.0,2.0,10.0,11
50,9,2,2.0,61,112000.0,2.0,10.0,11
51,4,3,2.0,58,85000.0,5.0,20.0,1
51,6,3,2.0,58,85000.0,2.0,10.0,1
51,8,3,2.0,58,85000.0,5.0,5.0,1
52,0,2,1.0,66,71000.0,10.0,10.0,7
52,5,3,1.0,66,71000.0,3.0,7.0,7
52,6,3,1.0,66,71000.0,2.0,10.0,7
52,7,2,1.0,66,71000.0,0.0,0.0,7
53,4,0,1.0,27,35000.0,5.0,20.0,1
53,6,3,1.0,27,35000.0,2.0,10.0,1
53,7,2,1.0,27,35000.0,0.0,0.0,1
53,8,2,1.0,27,35000.0,5.0,5.0,1
54,2,0,1.0,40,53000.0,0.0,0.0,2
54,7,2,1.0,40,53000.0,0.0,0.0,2
54,8,2,1.0,40,53000.0,5.0,5.0,2
55,0,3,2.0,73,91000.0,10.0,10.0,4
55,5,3,2.0,73,91000.0,3.0,7.0,4
55,7,2,2.0,73,91000.0,0.0,0.0,4
55,8,3,2.0,73,91000.0,5.0,5.0,4
55,9,2,2.0,73,91000.0,2.0,10.0,4
56,2,0,2.0,74,107000.0,0.0,0.0,12
56,5,3,2.0,74,107000.0,3.0,7.0,12
56,6,3,2.0,74,107000.0,2.0,10.0,12
57,3,2,1.0,38,66000.0,5.0,5.0,2
57,4,0,1.0,38,66000.0,5.0,20.0,2
57,8,2,1.0,38,66000.0,5.0,5.0,2
57,9,3,1.0,38,66000.0,2.0,10.0,2
58,1,3,1.0,78,58000.0,10.0,10.0,11
58,2,2,1.0,78,58000.0,0.0,0.0,11
58,7,2,1.0,78,58000.0,0.0,0.0,11
59,0,2,2.0,54,53000.0,10.0,10.0,12
59,1,0,2.0,54,53000.0,10.0,10.0,12
59,6,3,2.0,54,53000.0,2.0,10.0,12
60,5,1,2.0,70,74000.0,3.0,7.0,6
60,8,0,2.0,70,74000.0,5.0,5.0,6
61,0,3,2.0,49,57000.0,10.0,10.0,4
61,3,3,2.0,49,57000.0,5.0,5.0,4
61,5,3,2.0,49,57000.0,3.0,7.0,4
61,7,2,2.0,49,57000.0,0.0,0.0,4
62,1,3,1.0,61,98000.0,10.0,10.0,11
62,3,3,1.0,61,98000.0,5.0,5.0,11
62,5,3,1.0,61,98000.0,3.0,7.0,11
62,8,2,1.0,61,98000.0,5.0,5.0,11
62,9,4,1.0,61,98000.0,2.0,10.0,11
63,1,3,2.0,65,119000.0,10.0,10.0,9
63,6,3,2.0,65,119000.0,2.0,10.0,9
63,7,2,2.0,65,119000.0,0.0,0.0,9
63,8,3,2.0,65,119000.0,5.0,5.0,9
64,1,2,1.0,73,51000.0,10.0,10.0,4
64,4,0,1.0,73,51000.0,5.0,20.0,4
64,6,3,1.0,73,51000.0,2.0,10.0,4
64,7,2,1.0,73,51000.0,0.0,0.0,4
65,0,2,,118,,10.0,10.0,8
65,2,2,,118,,0.0,0.0,8
65,6,3,,118,,2.0,10.0,8
65,7,2,,118,,0.0,0.0,8
66,5,3,2.0,50,93000.0,3.0,7.0,5
66,7,2,2.0,50,93000.0,0.0,0.0,5
66,8,3,2.0,50,93000.0,5.0,5.0,5
66,9,3,2.0,50,93000.0,2.0,10.0,5
67,0,3,2.0,90,98000.0,10.0,10.0,12
67,4,0,2.0,90,98000.0,5.0,20.0,12
67,7,0,2.0,90,98000.0,0.0,0.0,12
68,0,0,2.0,68,84000.0,10.0,10.0,7
68,2,0,2.0,68,84000.0,0.0,0.0,7
68,4,0,2.0,68,84000.0,5.0,20.0,7
68,9,4,2.0,68,84000.0,2.0,10.0,7
69,0,2,1.0,45,54000.0,10.0,10.0,8
69,1,2,1.0,45,54000.0,10.0,10.0,8
69,2,0,1.0,45,54000.0,0.0,0.0,8
69,4,0,1.0,45,54000.0,5.0,20.0,8
69,6,2,1.0,45,54000.0,2.0,10.0,8
70,1,3,1.0,66,49000.0,10.0,10.0,1
70,2,2,1.0,66,49000.0,0.0,0.0,1
70,5,3,1.0,66,49000.0,3.0,7.0,1
70,8,3,1.0,66,49000.0,5.0,5.0,1
70,9,4,1.0,66,49000.0,2.0,10.0,1
71,1,0,,118,,10.0,10.0,2
71,2,2,,118,,0.0,0.0,2
71,5,2,,118,,3.0,7.0,2
71,7,0,,118,,0.0,0.0,2
71,9,0,,118,,2.0,10.0,2
72,0,2,,118,,10.0,10.0,8
72,1,2,,118,,10.0,10.0,8
72,5,2,,118,,3.0,7.0,8
72,7,2,,118,,0.0,0.0,8
72,8,2,,118,,5.0,5.0,8
73,2,0,2.0,19,73000.0,0.0,0.0,10
73,3,3,2.0,19,73000.0,5.0,5.0,10
73,4,0,2.0,19,73000.0,5.0,20.0,10
73,6,3,2.0,19,73000.0,2.0,10.0,10
74,0,3,2.0,66,58000.0,10.0,10.0,2
74,2,2,2.0,66,58000.0,0.0,0.0,2
74,3,3,2.0,66,58000.0,5.0,5.0,2
74,5,3,2.0,66,58000.0,3.0,7.0,2
75,0,3,2.0,72,72000.0,10.0,10.0,8
75,1,3,2.0,72,72000.0,10.0,10.0,8
75,5,3,2.0,72,72000.0,3.0,7.0,8
75,6,3,2.0,72,72000.0,2.0,10.0,8
75,8,3,2.0,72,72000.0,5.0,5.0,8
76,0,2,,118,,10.0,10.0,1
76,1,2,,118,,10.0,10.0,1
76,2,2,,118,,0.0,0.0,1
76,3,0,,118,,5.0,5.0,1
77,2,2,1.0,76,63000.0,0.0,0.0,4
77,4,3,1.0,76,63000.0,5.0,20.0,4
77,6,3,1.0,76,63000.0,2.0,10.0,4
77,8,3,1.0,76,63000.0,5.0,5.0,4
78,0,4,1.0,52,78000.0,10.0,10.0,5
78,1,3,1.0,52,78000.0,10.0,10.0,5
78,9,3,1.0,52,78000.0,2.0,10.0,5
79,0,2,1.0,55,31000.0,10.0,10.0,12
79,1,2,1.0,55,31000.0,10.0,10.0,12
79,2,0,1.0,55,31000.0,0.0,0.0,12
79,3,4,1.0,55,31000.0,5.0,5.0,12
80,1,3,2.0,39,60000.0,10.0,10.0,9
80,7,2,2.0,39,60000.0,0.0,0.0,9
80,8,3,2.0,39,60000.0,5.0,5.0,9
80,9,3,2.0,39,60000.0,2.0,10.0,9
81,1,3,2.0,45,44000.0,10.0,10.0,1
81,3,4,2.0,45,44000.0,5.0,5.0,1
81,6,3,2.0,45,44000.0,2.0,10.0,1
81,9,4,2.0,45,44000.0,2.0,10.0,1
82,0,3,2.0,57,114000.0,10.0,10.0,7
82,1,3,2.0,57,114000.0,10.0,10.0,7
82,2,0,2.0,57,114000.0,0.0,0.0,7
82,6,3,2.0,57,114000.0,2.0,10.0,7
82,8,3,2.0,57,114000.0,5.0,5.0,7
83,0,0,1.0,18,47000.0,10.0,10.0,7
83,1,3,1.0,18,47000.0,10.0,10.0,7
83,5,3,1.0,18,47000.0,3.0,7.0,7
83,6,3,1.0,18,47000.0,2.0,10.0,7
83,9,4,1.0,18,47000.0,2.0,10.0,7
84,0,2,1.0,53,96000.0,10.0,10.0,9
84,5,3,1.0,53,96000.0,3.0,7.0,9
84,8,3,1.0,53,96000.0,5.0,5.0,9
84,9,3,1.0,53,96000.0,2.0,10.0,9
85,0,0,1.0,53,95000.0,10.0,10.0,6
85,1,1,1.0,53,95000.0,10.0,10.0,6
85,3,0,1.0,53,95000.0,5.0,5.0,6
85,5,0,1.0,53,95000.0,3.0,7.0,6
85,7,0,1.0,53,95000.0,0.0,0.0,6
86,3,4,2.0,51,56000.0,5.0,5.0,8
86,5,3,2.0,51,56000.0,3.0,7.0,8
86,7,2,2.0,51,56000.0,0.0,0.0,8
87,1,2,,118,,10.0,10.0,7
87,3,2,,118,,5.0,5.0,7
87,5,2,,118,,3.0,7.0,7
87,7,2,,118,,0.0,0.0,7
87,8,2,,118,,5.0,5.0,7
88,1,2,,118,,10.0,10.0,11
88,7,2,,118,,0.0,0.0,11
88,9,2,,118,,2.0,10.0,11
89,0,2,2.0,64,37000.0,10.0,10.0,10
89,1,2,2.0,64,37000.0,10.0,10.0,10
89,3,3,2.0,64,37000.0,5.0,5.0,10
89,6,3,2.0,64,37000.0,2.0,10.0,10
89,8,3,2.0,64,37000.0,5.0,5.0,10
90,2,2,1.0,71,57000.0,0.0,0.0,1
90,4,0,1.0,71,57000.0,5.0,20.0,1
90,8,2,1.0,71,57000.0,5.0,5.0,1
91,0,3,2.0,64,66000.0,10.0,10.0,4
91,1,2,2.0,64,66000.0,10.0,10.0,4
91,7,2,2.0,64,66000.0,0.0,0.0,4
91,9,3,2.0,64,66000.0,2.0,10.0,4
92,0,2,1.0,83,46000.0,10.0,10.0,1
92,5,2,1.0,83,46000.0,3.0,7.0,1
92,7,2,1.0,83,46000.0,0.0,0.0,1
92,8,2,1.0,83,46000.0,5.0,5.0,1
93,0,2,1.0,26,71000.0,10.0,10.0,12
93,3,0,1.0,26,71000.0,5.0,5.0,12
93,5,2,1.0,26,71000.0,3.0,7.0,12
93,7,2,1.0,26,71000.0,0.0,0.0,12
93,9,0,1.0,26,71000.0,2.0,10.0,12
94,0,2,2.0,29,58000.0,10.0,10.0,3
94,5,3,2.0,29,58000.0,3.0,7.0,3
94,6,2,2.0,29,58000.0,2.0,10.0,3
94,7,2,2.0,29,58000.0,0.0,0.0,3
95,1,3,1.0,50,51000.0,10.0,10.0,9
95,2,2,1.0,50,51000.0,0.0,0.0,9
95,6,3,1.0,50,51000.0,2.0,10.0,9
95,7,2,1.0,50,51000.0,0.0,0.0,9
96,1,2,2.0,49,79000.0,10.0,10.0,5
96,2,2,2.0,49,79000.0,0.0,0.0,5
96,3,3,2.0,49,79000.0,5.0,5.0,5
96,4,2,2.0,49,79000.0,5.0,20.0,5
96,5,3,2.0,49,79000.0,3.0,7.0,5
97,0,3,1.0,79,67000.0,10.0,10.0,6
97,2,0,1.0,79,67000.0,0.0,0.0,6
97,8,3,1.0,79,67000.0,5.0,5.0,6
98,0,2,,118,,10.0,10.0,4
98,3,0,,118,,5.0,5.0,4
98,7,2,,118,,0.0,0.0,4
98,8,2,,118,,5.0,5.0,4
98,9,2,,118,,2.0,10.0,4
99,0,3,1.0,55,66000.0,10.0,10.0,12
99,2,2,1.0,55,66000.0,0.0,0.0,12
100,1,3,1.0,25,68000.0,10.0,10.0,10
100,2,2,1.0,25,68000.0,0.0,0.0,10
100,9,4,1.0,25,68000.0,2.0,10.0,10
101,1,2,1.0,77,69000.0,10.0,10.0,7
101,4,4,1.0,77,69000.0,5.0,20.0,7
101,7,2,1.0,77,69000.0,0.0,0.0,7
102,3,3,2.0,69,87000.0,5.0,5.0,9
102,4,2,2.0,69,87000.0,5.0,20.0,9
102,8,3,2.0,69,87000.0,5.0,5.0,9
103,5,3,2.0,59,85000.0,3.0,7.0,9
103,6,3,2.0,59,85000.0,2.0,10.0,9
103,7,2,2.0,59,85000.0,0.0,0.0,9
103,8,3,2.0,59,85000.0,5.0,5.0,9
103,9,3,2.0,59,85000.0,2.0,10.0,9
104,0,3,1.0,47,66000.0,10.0,10.0,12
104,2,2,1.0,47,66000.0,0.0,0.0,12
104,9,3,1.0,47,66000.0,2.0,10.0,12
105,3,0,1.0,20,69000.0,5.0,5.0,5
105,5,2,1.0,20,69000.0,3.0,7.0,5
105,5,0,1.0,20,69000.0,3.0,7.0,5
105,8,2,1.0,20,69000.0,5.0,5.0,5
105,8,0,1.0,20,69000.0,5.0,5.0,5
106,1,3,1.0,53,56000.0,10.0,10.0,1
106,2,2,1.0,53,56000.0,0.0,0.0,1
106,4,3,1.0,53,56000.0,5.0,20.0,1
106,8,2,1.0,53,56000.0,5.0,5.0,1
107,2,2,2.0,39,67000.0,0.0,0.0,12
107,6,3,2.0,39,67000.0,2.0,10.0,12
107,7,2,2.0,39,67000.0,0.0,0.0,12
108,0,2,1.0,68,58000.0,10.0,10.0,2
108,4,2,1.0,68,58000.0,5.0,20.0,2
108,5,2,1.0,68,58000.0,3.0,7.0,2
108,6,2,1.0,68,58000.0,2.0,10.0,2
108,7,2,1.0,68,58000.0,0.0,0.0,2
109,1,3,1.0,42,80000.0,10.0,10.0,2
109,2,2,1.0,42,80000.0,0.0,0.0,2
109,7,2,1.0,42,80000.0,0.0,0.0,2
110,1,2,1.0,72,33000.0,10.0,10.0,6
110,3,0,1.0,72,33000.0,5.0,5.0,6
110,4,0,1.0,72,33000.0,5.0,20.0,6
110,6,2,1.0,72,33000.0,2.0,10.0,6
110,8,2,1.0,72,33000.0,5.0,5.0,6
110,9,0,1.0,72,33000.0,2.0,10.0,6
111,3,2,2.0,18,49000.0,5.0,5.0,5
111,4,0,2.0,18,49000.0,5.0,20.0,5
111,5,3,2.0,18,49000.0,3.0,7.0,5
111,9,0,2.0,18,49000.0,2.0,10.0,5
112,1,2,1.0,67,50000.0,10.0,10.0,8
112,2,2,1.0,67,50000.0,0.0,0.0,8
112,5,3,1.0,67,50000.0,3.0,7.0,8
112,7,2,1.0,67,50000.0,0.0,0.0,8
112,9,2,1.0,67,50000.0,2.0,10.0,8
113,4,0,1.0,52,42000.0,5.0,20.0,7
113,5,2,1.0,52,42000.0,3.0,7.0,7
113,7,2,1.0,52,42000.0,0.0,0.0,7
114,0,3,1.0,38,64000.0,10.0,10.0,10
114,3,4,1.0,38,64000.0,5.0,5.0,10
115,0,3,2.0,60,77000.0,10.0,10.0,3
115,1,2,2.0,60,77000.0,10.0,10.0,3
115,5,3,2.0,60,77000.0,3.0,7.0,3
115,6,3,2.0,60,77000.0,2.0,10.0,3
115,9,4,2.0,60,77000.0,2.0,10.0,3
116,1,3,2.0,62,77000.0,10.0,10.0,12
116,2,0,2.0,62,77000.0,0.0,0.0,12
116,3,4,2.0,62,77000.0,5.0,5.0,12
116,6,2,2.0,62,77000.0,2.0,10.0,12
116,8,2,2.0,62,77000.0,5.0,5.0,12
117,3,3,2.0,55,51000.0,5.0,5.0,7
117,4,2,2.0,55,51000.0,5.0,20.0,7
117,7,2,2.0,55,51000.0,0.0,0.0,7
117,9,2,2.0,55,51000.0,2.0,10.0,7
118,0,2,1.0,22,63000.0,10.0,10.0,4
118,1,2,1.0,22,63000.0,10.0,10.0,4
118,6,2,1.0,22,63000.0,2.0,10.0,4
118,7,2,1.0,22,63000.0,0.0,0.0,4
118,8,2,1.0,22,63000.0,5.0,5.0,4
119,0,2,2.0,36,57000.0,10.0,10.0,9
119,2,0,2.0,36,57000.0,0.0,0.0,9
119,3,4,2.0,36,57000.0,5.0,5.0,9
119,5,3,2.0,36,57000.0,3.0,7.0,9
119,7,0,2.0,36,57000.0,0.0,0.0,9
120,0,2,1.0,46,60000.0,10.0,10.0,12
120,3,4,1.0,46,60000.0,5.0,5.0,12
120,6,3,1.0,46,60000.0,2.0,10.0,12
120,8,3,1.0,46,60000.0,5.0,5.0,12
121,2,2,2.0,51,85000.0,0.0,0.0,3
121,3,4,2.0,51,85000.0,5.0,5.0,3
121,4,4,2.0,51,85000.0,5.0,20.0,3
121,5,3,2.0,51,85000.0,3.0,7.0,3
121,7,2,2.0,51,85000.0,0.0,0.0,3
122,0,3,2.0,53,85000.0,10.0,10.0,4
122,3,3,2.0,53,85000.0,5.0,5.0,4
122,4,4,2.0,53,85000.0,5.0,20.0,4
122,6,3,2.0,53,85000.0,2.0,10.0,4
122,7,2,2.0,53,85000.0,0.0,0.0,4
123,4,3,1.0,51,92000.0,5.0,20.0,8
123,6,3,1.0,51,92000.0,2.0,10.0,8
123,8,3,1.0,51,92000.0,5.0,5.0,8
124,0,2,1.0,48,44000.0,10.0,10.0,6
124,1,2,1.0,48,44000.0,10.0,10.0,6
124,4,0,1.0,48,44000.0,5.0,20.0,6
124,5,3,1.0,48,44000.0,3.0,7.0,6
124,9,3,1.0,48,44000.0,2.0,10.0,6
125,3,3,1.0,52,72000.0,5.0,5.0,6
125,4,3,1.0,52,72000.0,5.0,20.0,6
125,7,2,1.0,52,72000.0,0.0,0.0,6
125,9,3,1.0,52,72000.0,2.0,10.0,6
126,2,2,2.0,64,83000.0,0.0,0.0,12
126,9,3,2.0,64,83000.0,2.0,10.0,12
127,2,0,1.0,42,62000.0,0.0,0.0,3
127,4,0,1.0,42,62000.0,5.0,20.0,3
127,6,2,1.0,42,62000.0,2.0,10.0,3
127,9,0,1.0,42,62000.0,2.0,10.0,3
128,0,2,,118,,10.0,10.0,6
128,2,2,,118,,0.0,0.0,6
128,7,2,,118,,0.0,0.0,6
129,1,2,0.0,81,57000.0,10.0,10.0,3
129,2,0,0.0,81,57000.0,0.0,0.0,3
129,5,2,0.0,81,57000.0,3.0,7.0,3
129,8,3,0.0,81,57000.0,5.0,5.0,3
129,9,0,0.0,81,57000.0,2.0,10.0,3
130,4,3,1.0,77,66000.0,5.0,20.0,10
130,5,3,1.0,77,66000.0,3.0,7.0,10
130,6,3,1.0,77,66000.0,2.0,10.0,10
130,9,4,1.0,77,66000.0,2.0,10.0,10
131,0,3,2.0,50,69000.0,10.0,10.0,11
131,2,2,2.0,50,69000.0,0.0,0.0,11
131,6,3,2.0,50,69000.0,2.0,10.0,11
131,7,2,2.0,50,69000.0,0.0,0.0,11
131,9,3,2.0,50,69000.0,2.0,10.0,11
132,0,4,2.0,57,89000.0,10.0,10.0,3
132,4,4,2.0,57,89000.0,5.0,20.0,3
132,5,3,2.0,57,89000.0,3.0,7.0,3
132,6,3,2.0,57,89000.0,2.0,10.0,3
133,3,0,1.0,61,44000.0,5.0,5.0,8
133,5,3,1.0,61,44000.0,3.0,7.0,8
133,6,2,1.0,61,44000.0,2.0,10.0,8
133,9,4,1.0,61,44000.0,2.0,10.0,8
134,4,0,1.0,50,53000.0,5.0,20.0,11
134,5,2,1.0,50,53000.0,3.0,7.0,11
134,8,3,1.0,50,53000.0,5.0,5.0,11
134,9,2,1.0,50,53000.0,2.0,10.0,11
135,1,2,2.0,58,54000.0,10.0,10.0,3
135,4,0,2.0,58,54000.0,5.0,20.0,3
